index,name,description,brand,category,mrp_price,currency,stock,ean,color,availability,internal_id,qty,selling_price,discount,discount_percentage,revenue,stock_value
135,Ultra Grill Grill Scale Rechargeable,Area spend ground inside key say open.,"Gilmore, Frey and Barron",Smartwatches,628.0,INR,521,330572000000.0,BlueViolet,discontinued,79,810,357.96,270.04,43.0,289947.6,186497.16
136,Premium Camera Fast Ultra Go,Defense start speak visit perform play.,Carpenter Group,Smartphones,362.0,INR,918,8625610000000.0,Bisque,pre_order,9,932,188.24,173.76,48.0,175439.68,172804.32
137,Wireless Watch Go Max Prime,Respond whose responsibility huge try.,Brady-Meyers,Sports & Outdoors,864.0,INR,826,1829750000000.0,LimeGreen,discontinued,87,901,509.76,354.24,41.0,459293.76,421061.76
138,Smart Heater Clean Edge,Court say stuff.,"Sanford, Pennington and Lang",Cameras & Accessories,272.0,INR,693,7974380000000.0,GhostWhite,limited_stock,14,402,190.4,81.6,30.0,76540.8,131947.2
139,Bicycle Scooter,Reality read effort material quite.,Barrera-Phelps,Bedding & Bath,672.0,INR,941,9186090000000.0,DarkSalmon,backorder,2,829,571.2,100.8,15.0,473524.8,537499.2
140,Rechargeable Treadmill Dock,Nothing behind suggest whole college answer.,"Wu, Mcclure and Peters",Books & Stationery,446.0,INR,341,8657120000000.0,DarkOrchid,limited_stock,29,411,258.68,187.32,42.0,106317.48,88209.88
141,Advanced Cooker,Could response her.,Mcdaniel-Shelton,Fragrances,899.0,INR,213,6667110000000.0,DarkOrchid,discontinued,57,882,467.48,431.52,48.0,412317.36,99573.24
142,Smart Trimmer Clock Automatic Rechargeable,Respond call moment term.,Weiss LLC,Furniture,376.0,INR,704,6710130000000.0,LightGoldenRodYellow,backorder,8,476,259.44,116.56,31.0,123493.44,182645.76
143,Kettle,Table huge most administration.,"Finley, Frey and Adkins",Clothing & Apparel,481.0,INR,842,113459000000.0,LightGray,limited_stock,95,136,303.03,177.97,37.0,41212.08,255151.26
144,Projector Oven Thermostat,Onto but war while.,Benton Inc,Beauty & Personal Care,990.0,INR,812,7471410000000.0,ForestGreen,backorder,72,930,712.8,277.2,28.0,662904.0,578793.6
145,Silent Watch Mini Advanced,Break entire hundred opportunity ever usually.,"Blevins, Meadows and Porter",Haircare,546.0,INR,411,769344000000.0,PapayaWhip,backorder,51,339,387.66,158.34,29.0,131416.74,159328.26
146,Digital Radio Radio Air Lite,Mean main somebody staff first top.,Pham-Robinson,Skincare,39.0,INR,715,742007000000.0,DarkSlateGray,discontinued,6,474,32.37,6.63,17.0,15343.38,23144.55
147,Premium Fan Premium,Point strong wait.,"Archer, Bryant and Parker",Makeup,832.0,INR,154,9846280000000.0,DarkTurquoise,backorder,97,806,665.6,166.4,20.0,536473.6,102502.4
148,Vacuum,Cold your shake send.,Lawson Group,Kids' Clothing,931.0,INR,980,2444640000000.0,Chocolate,discontinued,29,97,493.43,437.57,47.0,47862.71,483561.4
149,Portable Camera Vacuum Automatic Sense,Event win executive still science.,Norton LLC,Home Decor,337.0,INR,82,4991790000000.0,LightYellow,limited_stock,68,135,198.83,138.17,41.0,26842.05,16304.06
150,Advanced Iron Cooler Iron Pro,Total health sometimes campaign standard.,Randolph-Richardson,Cycling,26.0,INR,500,8020900000000.0,CornflowerBlue,pre_order,40,344,18.98,7.02,27.0,6529.12,9490.0
151,Fast Tablet Blender,Participant bank last success Republican once add effort.,Dixon-Pearson,Toys & Games,192.0,INR,558,1453610000000.0,DarkGray,pre_order,20,602,117.12,74.88,39.0,70506.24,65352.96
152,Eco Scale Speaker Powerbank 360,Treat ten country four thank whatever maintain training.,"Anderson, Barker and Blevins",Headphones & Earbuds,655.0,INR,760,8745780000000.0,DimGray,discontinued,66,956,510.9,144.1,22.0,488420.4,388284.0
153,Silent Brush Scanner Automatic Max Sense,Early indeed world base compare owner parent.,Molina Group,Clothing & Apparel,619.0,INR,379,5541630000000.0,Crimson,discontinued,64,113,383.78,235.22,38.0,43367.14,145452.62
154,Wireless Trimmer Stove Fast,Husband technology against clear.,Drake-Stanley,Health & Wellness,400.0,INR,460,2891840000000.0,MediumSlateBlue,pre_order,43,173,240.0,160.0,40.0,41520.0,110400.0
155,Silent Treadmill 360 Wireless One,Financial we successful to risk realize three.,"Simon, Andrade and Riggs",Home & Kitchen,797.0,INR,162,8947670000000.0,Wheat,out_of_stock,94,606,414.44,382.56,48.0,251150.64,67139.28
156,Smart Freezer Lite,Movement job moment none.,West LLC,Smartwatches,649.0,INR,430,3727050000000.0,Blue,pre_order,46,678,610.06,38.94,6.0,413620.68,262325.8
157,Compact Keyboard Speaker Portable Silent,Increase you policy early.,Hernandez-Castro,Cleaning Supplies,283.0,INR,122,4231900000000.0,SeaShell,pre_order,11,64,240.55,42.45,15.0,15395.2,29347.1
158,Pro Scale Toaster 360 Lite,Brother interview now cause operation seek feel.,Villanueva-Steele,Women's Clothing,426.0,INR,343,6930170000000.0,GoldenRod,backorder,30,780,281.16,144.84,34.0,219304.8,96437.88
159,Smart Powerbank Router Silent,Perhaps their much between company else.,Molina Group,Smartphones,735.0,INR,39,3727550000000.0,ForestGreen,pre_order,26,425,646.8,88.2,12.0,274890.0,25225.2
160,Compact Lock Thermostat Silent Prime Automatic,Best common significant factor.,Potter LLC,Fitness Equipment,36.0,INR,388,1361260000000.0,DimGray,out_of_stock,83,583,24.12,11.88,33.0,14061.96,9358.56
161,Ultra Clock Lock One One,International bag alone still size above.,Hobbs-Key,Health & Wellness,709.0,INR,49,1253670000000.0,GhostWhite,limited_stock,35,79,531.75,177.25,25.0,42008.25,26055.75
162,Smart Mixer Grill Automatic Air,Why stand executive clearly go.,Cruz-Sanford,"Accessories (Bags, Hats, Belts)",145.0,INR,831,6913150000000.0,CornflowerBlue,pre_order,90,469,104.4,40.6,28.0,48963.6,86756.4
163,Smart Fan Powerbank 360 Advanced,Allow plant within how.,Robertson-Brown,Books & Stationery,903.0,INR,857,7277230000000.0,HoneyDew,in_stock,81,931,568.89,334.11,37.0,529636.59,487538.73
164,Eco Iron Thermostat 360,Assume cover control stage such agency.,Huffman PLC,Women's Clothing,822.0,INR,853,4543810000000.0,ForestGreen,discontinued,15,235,419.22,402.78,49.0,98516.7,357594.66
165,Ultra Cooker,Employee religious top increase upon discussion son method.,Villegas-Stephenson,Fishing & Hunting,946.0,INR,838,1475170000000.0,Snow,discontinued,48,561,851.4,94.6,10.0,477635.4,713473.2
166,Thermostat Speaker,Relate score style perhaps its.,"Patton, Merritt and Baker",Toys & Games,745.0,INR,958,8759300000000.0,LemonChiffon,backorder,17,903,521.5,223.5,30.0,470914.5,499597.0
167,Eco Tablet Microphone Trimmer,Watch our painting measure central present husband once.,Arnold-Melton,Headphones & Earbuds,663.0,INR,995,7405610000000.0,LightSkyBlue,backorder,15,57,497.25,165.75,25.0,28343.25,494763.75
168,Automatic Webcam Powerbank Plus Pro,Number himself upon benefit training.,Howe Group,Grooming Tools,903.0,INR,409,4978870000000.0,Snow,backorder,47,218,713.37,189.63,21.0,155514.66,291768.33
169,Premium Speaker Keyboard One,Reveal second career true now true.,"Hurst, Travis and Cervantes",Books & Stationery,234.0,INR,300,9097180000000.0,MediumAquaMarine,discontinued,2,557,217.62,16.38,7.0,121214.34,65286.0
170,Smart Charger Mini Smart,Section source land agreement consumer effect.,Frank and Sons,Laptops & Computers,990.0,INR,128,6113290000000.0,LimeGreen,in_stock,38,460,782.1,207.9,21.0,359766.0,100108.8
171,Premium Freezer Go Wireless One,Sell American type husband watch.,Simpson LLC,Smartwatches,420.0,INR,805,4553710000000.0,FireBrick,limited_stock,44,646,247.8,172.2,41.0,160078.8,199479.0
172,Silent Fan Premium Rechargeable,Building coach reflect economy oil.,Ballard-Potter,Camping & Hiking,44.0,INR,373,2769180000000.0,Violet,in_stock,67,370,36.96,7.04,16.0,13675.2,13786.08
173,Lamp Scanner Vacuum,Suggest back ago onto approach positive.,Keith-Howe,Office Supplies,668.0,INR,858,1846700000000.0,Magenta,discontinued,37,888,494.32,173.68,26.0,438956.16,424126.56
174,Pro Shaver Grill Premium,Collection Congress company mouth.,Bradshaw LLC,Men's Clothing,677.0,INR,900,6108110000000.0,Magenta,out_of_stock,1,462,379.12,297.88,44.0,175153.44,341208.0
175,Advanced Dock Automatic Silent Portable,Hope star recently certain.,Brady PLC,Automotive,563.0,INR,1,1743620000000.0,LightBlue,out_of_stock,23,299,410.99,152.01,27.0,122886.01,410.99
176,Digital Router Keyboard Portable,Position forward fill benefit.,Goodwin Inc,Team Sports,117.0,INR,352,9402360000000.0,AntiqueWhite,pre_order,20,942,60.84,56.16,48.0,57311.28,21415.68
177,Eco Tablet Cooler Fridge Ultra Wireless Mini,Center sometimes word candidate will kind about.,Wilkins PLC,Men's Clothing,172.0,INR,141,3960030000000.0,Turquoise,backorder,67,354,154.8,17.2,10.0,54799.2,21826.8
178,Fast Oven Trimmer 360 Go Sense,Help law enter charge data.,"Frazier, Gamble and Meza",Clothing & Apparel,687.0,INR,706,5701280000000.0,Purple,out_of_stock,78,426,597.69,89.31,13.0,254615.94,421969.14
179,Eco Vacuum Fan Silent Mini,Sense story fast final such standard.,"Mcguire, Peterson and Pratt",Home Decor,823.0,INR,566,9709640000000.0,Green,out_of_stock,25,713,493.8,329.2,40.0,352079.4,279490.8
180,Rechargeable Speakerphone Advanced Air,Force life truth involve care range ground.,Fernandez-Russell,Smartwatches,518.0,INR,502,3140240000000.0,SlateBlue,in_stock,57,605,341.88,176.12,34.0,206837.4,171623.76
181,Portable Speakerphone,Happen voice out follow stock situation.,Mann Ltd,Furniture,444.0,INR,245,9205620000000.0,LightSlateGray,discontinued,75,718,301.92,142.08,32.0,216778.56,73970.4
182,Rechargeable Freezer,Save decade process cover bank people.,"Hudson, Mueller and Vargas",Home Decor,900.0,INR,330,9883560000000.0,PaleVioletRed,backorder,36,294,846.0,54.0,6.0,248724.0,279180.0
183,Smart Charger Stove Watch Advanced,Throughout age scientist.,Levine-Dominguez,Headphones & Earbuds,753.0,INR,204,2223530000000.0,SkyBlue,limited_stock,60,771,632.52,120.48,16.0,487672.92,129034.08
184,Automatic Router X Advanced,Anyone allow couple economic PM quickly.,Park Group,Team Sports,259.0,INR,171,4428140000000.0,Tomato,limited_stock,87,337,243.46,15.54,6.0,82046.02,41631.66
185,Speakerphone,Nearly red view management be support.,Santos PLC,Clothing & Apparel,124.0,INR,852,7627410000000.0,BlanchedAlmond,out_of_stock,22,480,73.16,50.84,41.0,35116.8,62332.32
186,Portable Mouse Speaker Cooler Digital Premium Air,Green apply hold hope.,Reyes Group,Cycling,3.0,INR,784,2817280000000.0,SlateBlue,pre_order,31,658,2.43,0.57,19.0,1598.94,1905.12
187,Automatic Drone Clean,Develop policy detail number.,"Branch, Rocha and Orozco",Clothing & Apparel,186.0,INR,655,2329350000000.0,AntiqueWhite,in_stock,30,911,158.1,27.9,15.0,144029.1,103555.5
188,Wireless Webcam Mouse Silent,Goal machine back magazine personal.,Tapia-Russo,Kitchen Appliances,725.0,INR,782,828432000000.0,Snow,pre_order,16,366,384.25,340.75,47.0,140635.5,300483.5
189,Wireless Heater Mixer Shaver One Mini Compact,Chair level speak process site position set.,"Hunter, Mullen and Haley",Fishing & Hunting,292.0,INR,37,9349310000000.0,ForestGreen,pre_order,5,375,254.04,37.96,13.0,95265.0,9399.48
190,Heater,Focus probably onto billion.,"Singh, Allison and Horton",Automotive,429.0,INR,941,6633680000000.0,HoneyDew,in_stock,9,355,326.04,102.96,24.0,115744.2,306803.64
191,Smart Brush Touch Smart Fast,Teacher both three miss.,Mclean-Ortega,Kids' Clothing,765.0,INR,315,2679450000000.0,Gold,limited_stock,70,773,650.25,114.75,15.0,502643.25,204828.75
192,Premium Scooter Dock Shaver Advanced Smart Go,Shoulder wish boy dream main final over.,Brennan-Kline,Cameras & Accessories,518.0,INR,249,8258370000000.0,BlueViolet,in_stock,72,76,486.92,31.08,6.0,37005.92,121243.08
193,Heater,Low even member scientist chair fill everyone.,Rasmussen-Mckee,Cycling,248.0,INR,130,4462260000000.0,Turquoise,discontinued,75,866,173.6,74.4,30.0,150337.6,22568.0
194,Compact Powerbank Iron Brush One Lite 360,Stand record push realize oil community early plant.,Mckee-Golden,Haircare,589.0,INR,222,4074650000000.0,YellowGreen,in_stock,95,959,500.65,88.35,15.0,480123.35,111144.3
195,Freezer Powerbank Watch,Small tell employee attention activity top eight.,"Reed, Christian and Walters",Sports & Outdoors,180.0,INR,697,4731980000000.0,SlateGray,discontinued,84,990,100.8,79.2,44.0,99792.0,70257.6
196,Ultra Fridge Camera Rechargeable,Teach want to those base understand agreement.,"Morrison, Hodge and Hart",Cycling,456.0,INR,617,1837230000000.0,DarkRed,discontinued,85,281,264.48,191.52,42.0,74318.88,163184.16
197,Eco Lock Smart Smart Wireless,Listen poor cover account particular two away present.,Stuart and Sons,Fragrances,516.0,INR,429,3092100000000.0,Coral,in_stock,21,683,490.2,25.8,5.0,334806.6,210295.8
198,Pro Powerbank Projector,Next edge full theory recognize.,Wise Group,Cameras & Accessories,19.0,INR,281,7280630000000.0,GhostWhite,out_of_stock,57,250,16.91,2.09,11.0,4227.5,4751.71
199,Advanced Brush,Debate paper trip station.,"Schmidt, Greene and Huerta",Men's Clothing,836.0,INR,283,270226000000.0,Tomato,discontinued,67,107,785.84,50.16,6.0,84084.88,222392.72
200,Clean Camera Bicycle Speakerphone,Young contain exist major.,Bryant-Bauer,Fragrances,752.0,INR,686,414341000000.0,Chartreuse,discontinued,54,779,421.12,330.88,44.0,328052.48,288888.32
201,Digital Mouse Pro Mini,Method a discussion.,Oneill-Phillips,Fragrances,553.0,INR,450,2029270000000.0,DarkGray,backorder,96,281,475.58,77.42,14.0,133637.98,214011.0
202,Silent Fridge Cooker Max Plus,Traditional spend every we nearly life build.,Petty Group,Books & Stationery,565.0,INR,308,1162440000000.0,SeaGreen,pre_order,43,302,333.35,231.65,41.0,100671.7,102671.8
203,Smart Trimmer Cooler Ultra Rechargeable,Candidate ask three push nothing management standard wonder.,Soto PLC,Women's Clothing,162.0,INR,185,254732000000.0,LemonChiffon,backorder,24,495,81.0,81.0,50.0,40095.0,14985.0
204,Digital Cooker Cooler,Find since author situation war poor.,"Walsh, Benitez and Meza",Home Decor,46.0,INR,385,2268780000000.0,PaleVioletRed,limited_stock,54,254,24.84,21.16,46.0,6309.36,9563.4
205,Clean Kettle Brush Fan Portable Smart Digital,Writer pretty public improve seat fight hope.,Byrd-Meza,Beauty & Personal Care,192.0,INR,298,3649740000000.0,PaleGreen,limited_stock,74,228,176.64,15.36,8.0,40273.92,52638.72
206,Ultra Camera Router Fan,South see benefit.,Osborne-Vaughan,Fragrances,725.0,INR,552,7326820000000.0,DarkSalmon,discontinued,93,252,681.5,43.5,6.0,171738.0,376188.0
207,Scanner Mouse,Play television care control enjoy.,Scott-Hendrix,Kitchen Appliances,143.0,INR,964,2578120000000.0,PeachPuff,pre_order,94,989,127.27,15.73,11.0,125870.03,122688.28
208,Pro Webcam Webcam Stove One Sense,Big administration still different small near agency.,Cross-Zhang,"Accessories (Bags, Hats, Belts)",640.0,INR,674,835680000000.0,Salmon,limited_stock,89,669,435.2,204.8,32.0,291148.8,293324.8
209,Portable Webcam Webcam Treadmill Wireless Clean,Too manager left summer discussion rate attack expert.,Cunningham-Smith,Cleaning Supplies,532.0,INR,696,4529970000000.0,LightSkyBlue,discontinued,96,497,266.0,266.0,50.0,132202.0,185136.0
210,Digital Projector Fast X Ultra,Also hair leader source success person.,Savage-Woodward,Shoes & Footwear,608.0,INR,839,9420270000000.0,LightSeaGreen,backorder,50,170,443.84,164.16,27.0,75452.8,372381.76
211,Premium Printer Webcam Pro,Describe friend up wife right.,David-Pope,Cameras & Accessories,507.0,INR,95,2417430000000.0,DarkOrchid,backorder,10,974,461.37,45.63,9.0,449374.38,43830.15
212,Wireless Powerbank 360 Automatic,Score reflect second local.,"Gamble, Allen and Contreras",Fishing & Hunting,445.0,INR,80,5841940000000.0,MediumTurquoise,pre_order,45,688,231.4,213.6,48.0,159203.2,18512.0
213,Rechargeable Camera Monitor Charger X,Interview week manage turn.,Frost-Cook,Makeup,256.0,INR,329,1235640000000.0,DarkCyan,limited_stock,53,346,232.96,23.04,9.0,80604.16,76643.84
214,Portable Watch Fridge,Million manager participant tax.,Santos Group,Headphones & Earbuds,95.0,INR,115,6514630000000.0,BlanchedAlmond,limited_stock,99,238,82.65,12.35,13.0,19670.7,9504.75
215,Clean Bicycle Clock Lamp,Truth charge still information her.,"Mcclure, Bolton and Webb",Home & Kitchen,468.0,INR,129,6663940000000.0,GhostWhite,limited_stock,77,619,271.44,196.56,42.0,168021.36,35015.76
216,Pro Radio,Speak anyone sure author front position.,Melton-Bond,Books & Stationery,977.0,INR,217,4481640000000.0,DarkOrchid,in_stock,40,213,840.22,136.78,14.0,178966.86,182327.74
217,Compact Camera Drone Fan Prime,Trade light partner note.,Maynard-Becker,Furniture,30.0,INR,215,1378820000000.0,Silver,backorder,19,607,16.8,13.2,44.0,10197.6,3612.0
218,Pro Headphones Advanced,Bag live for economic risk skill.,Daniel PLC,Smartwatches,6.0,INR,22,8354820000000.0,Orange,out_of_stock,32,496,4.62,1.38,23.0,2291.52,101.64
219,Silent Charger Plus,Thank five public hit large.,Reyes-Gonzales,Fishing & Hunting,476.0,INR,602,7560620000000.0,SlateBlue,discontinued,97,588,442.68,33.32,7.0,260295.84,266493.36
220,Smart Phone Iron Speakerphone Edge,Another cut rock remember page test soon group.,Alvarez-Young,Smartwatches,347.0,INR,161,7829660000000.0,SpringGreen,backorder,78,366,225.55,121.45,35.0,82551.3,36313.55
221,Smart Powerbank Eco,Page rather close during lose piece many hotel.,"Dixon, Cervantes and Green",Kitchen Appliances,153.0,INR,499,5358050000000.0,Silver,limited_stock,19,536,133.11,19.89,13.0,71346.96,66421.89
222,Compact Scale Trimmer Grill Mini,Own life understand clear.,Contreras PLC,Fishing & Hunting,488.0,INR,677,8500210000000.0,LightGoldenRodYellow,discontinued,99,71,444.08,43.92,9.0,31529.68,300642.16
223,Stove Iron,Already nature food decision quality community.,"Patterson, Andersen and Maldonado",Shoes & Footwear,104.0,INR,845,5868010000000.0,DarkOliveGreen,discontinued,28,489,98.8,5.2,5.0,48313.2,83486.0
224,Smart Lamp Speakerphone Headphones,Style recently million couple low decision loss.,Mendoza-Boyd,Automotive,207.0,INR,776,6601730000000.0,Gold,in_stock,43,929,128.34,78.66,38.0,119227.86,99591.84
225,Digital Thermostat Camera Watch,Sister yeah fly property most simple.,"Pope, Dudley and Humphrey",Books & Stationery,781.0,INR,636,8701810000000.0,Wheat,discontinued,37,916,726.33,54.67,7.0,665318.28,461945.88
226,Digital Powerbank Scooter Ultra One One,Real when degree really drive reality.,"Cummings, Rosario and Oneill",Women's Clothing,273.0,INR,365,6716900000000.0,Cyan,in_stock,90,740,180.18,92.82,34.0,133333.2,65765.7
227,Rechargeable Kettle Max Compact,Decision bag per myself big.,"Mcmillan, Williamson and Hernandez",Bedding & Bath,130.0,INR,447,9640240000000.0,Lavender,out_of_stock,74,869,94.9,35.1,27.0,82468.1,42420.3
228,Automatic Brush Compact,Compare chance pressure hold public.,Pittman PLC,Bedding & Bath,484.0,INR,906,9151810000000.0,MistyRose,discontinued,6,708,363.0,121.0,25.0,257004.0,328878.0
