Index,Name,Description,Brand,Category,MRP_Price,Currency,Stock,EAN,Color,Availability,Internal ID,Qty,Selling_price
168,Automatic Webcam Powerbank Plus Pro,Number himself upon benefit training.,Howe Group,Grooming Tools,903,INR,409,4.97887E+12,Snow,backorder,47,218,713.37
169,Premium Speaker Keyboard One,Reveal second career true now true.,"Hurst, Travis and Cervantes",Books & Stationery,234,INR,300,9.09718E+12,MediumAquaMarine,discontinued,2,557,217.62
170,Smart Charger Mini Smart,Section source land agreement consumer effect.,Frank and Sons,Laptops & Computers,990,INR,128,6.11329E+12,LimeGreen,in_stock,38,460,782.1
171,Premium Freezer Go Wireless One,Sell American type husband watch.,Simpson LLC,Smartwatches,420,INR,805,4.55371E+12,FireBrick,limited_stock,44,646,247.8
172,Silent Fan Premium Rechargeable,Building coach reflect economy oil.,Ballard-Potter,Camping & Hiking,44,INR,373,2.76918E+12,Violet,in_stock,67,370,36.96
173,Lamp Scanner Vacuum,Suggest back ago onto approach positive.,Keith-Howe,Office Supplies,668,INR,858,1.8467E+12,Magenta,discontinued,37,888,494.32
174,Pro Shaver Grill Premium,Collection Congress company mouth.,Bradshaw LLC,Men's Clothing,677,INR,900,6.10811E+12,Magenta,out_of_stock,1,462,379.12
175,Advanced Dock Automatic Silent Portable,Hope star recently certain.,Brady PLC,Automotive,563,INR,1,1.74362E+12,LightBlue,out_of_stock,23,299,410.99
176,Digital Router Keyboard Portable,Position forward fill benefit.,Goodwin Inc,Team Sports,117,INR,352,9.40236E+12,AntiqueWhite,pre_order,20,942,60.84
177,Eco Tablet Cooler Fridge Ultra Wireless Mini,Center sometimes word candidate will kind about.,Wilkins PLC,Men's Clothing,172,INR,141,3.96003E+12,Turquoise,backorder,67,354,154.8
178,Fast Oven Trimmer 360 Go Sense,Help law enter charge data.,"Frazier, Gamble and Meza",Clothing & Apparel,687,INR,706,5.70128E+12,Purple,out_of_stock,78,426,597.69
179,Eco Vacuum Fan Silent Mini,Sense story fast final such standard.,"Mcguire, Peterson and Pratt",Home Decor,823,INR,566,9.70964E+12,Green,out_of_stock,25,713,493.8
180,Rechargeable Speakerphone Advanced Air,Force life truth involve care range ground.,Fernandez-Russell,Smartwatches,518,INR,502,3.14024E+12,SlateBlue,in_stock,57,605,341.88
181,Portable Speakerphone,Happen voice out follow stock situation.,Mann Ltd,Furniture,444,INR,245,9.20562E+12,LightSlateGray,discontinued,75,718,301.92
182,Rechargeable Freezer,Save decade process cover bank people.,"Hudson, Mueller and Vargas",Home Decor,900,INR,330,9.88356E+12,PaleVioletRed,backorder,36,294,846
183,Smart Charger Stove Watch Advanced,Throughout age scientist.,Levine-Dominguez,Headphones & Earbuds,753,INR,204,2.22353E+12,SkyBlue,limited_stock,60,771,632.52
184,Automatic Router X Advanced,Anyone allow couple economic PM quickly.,Park Group,Team Sports,259,INR,171,4.42814E+12,Tomato,limited_stock,87,337,243.46
185,Speakerphone,Nearly red view management be support.,Santos PLC,Clothing & Apparel,124,INR,852,7.62741E+12,BlanchedAlmond,out_of_stock,22,480,73.16
186,Portable Mouse Speaker Cooler Digital Premium Air,Green apply hold hope.,Reyes Group,Cycling,3,INR,784,2.81728E+12,SlateBlue,pre_order,31,658,2.43
187,Automatic Drone Clean,Develop policy detail number.,"Branch, Rocha and Orozco",Clothing & Apparel,186,INR,655,2.32935E+12,AntiqueWhite,in_stock,30,911,158.1
188,Wireless Webcam Mouse Silent,Goal machine back magazine personal.,Tapia-Russo,Kitchen Appliances,725,INR,782,8.28432E+11,Snow,pre_order,16,366,384.25
189,Wireless Heater Mixer Shaver One Mini Compact,Chair level speak process site position set.,"Hunter, Mullen and Haley",Fishing & Hunting,292,INR,37,9.34931E+12,ForestGreen,pre_order,5,375,254.04
190,Heater,Focus probably onto billion.,"Singh, Allison and Horton",Automotive,429,INR,941,6.63368E+12,HoneyDew,in_stock,9,355,326.04
191,Smart Brush Touch Smart Fast,Teacher both three miss.,Mclean-Ortega,Kids' Clothing,765,INR,315,2.67945E+12,Gold,limited_stock,70,773,650.25
192,Premium Scooter Dock Shaver Advanced Smart Go,Shoulder wish boy dream main final over.,Brennan-Kline,Cameras & Accessories,518,INR,249,8.25837E+12,BlueViolet,in_stock,72,76,486.92
193,Heater,Low even member scientist chair fill everyone.,Rasmussen-Mckee,Cycling,248,INR,130,4.46226E+12,Turquoise,discontinued,75,866,173.6
194,Compact Powerbank Iron Brush One Lite 360,Stand record push realize oil community early plant.,Mckee-Golden,Haircare,589,INR,222,4.07465E+12,YellowGreen,in_stock,95,959,500.65
195,Freezer Powerbank Watch,Small tell employee attention activity top eight.,"Reed, Christian and Walters",Sports & Outdoors,180,INR,697,4.73198E+12,SlateGray,discontinued,84,990,100.8
196,Ultra Fridge Camera Rechargeable,Teach want to those base understand agreement.,"Morrison, Hodge and Hart",Cycling,456,INR,617,1.83723E+12,DarkRed,discontinued,85,281,264.48
197,Eco Lock Smart Smart Wireless,Listen poor cover account particular two away present.,Stuart and Sons,Fragrances,516,INR,429,3.0921E+12,Coral,in_stock,21,683,490.2
198,Pro Powerbank Projector,Next edge full theory recognize.,Wise Group,Cameras & Accessories,19,INR,281,7.28063E+12,GhostWhite,out_of_stock,57,250,16.91
199,Advanced Brush,Debate paper trip station.,"Schmidt, Greene and Huerta",Men's Clothing,836,INR,283,2.70226E+11,Tomato,discontinued,67,107,785.84
200,Clean Camera Bicycle Speakerphone,Young contain exist major.,Bryant-Bauer,Fragrances,752,INR,686,4.14341E+11,Chartreuse,discontinued,54,779,421.12
201,Digital Mouse Pro Mini,Method a discussion.,Oneill-Phillips,Fragrances,553,INR,450,2.02927E+12,DarkGray,backorder,96,281,475.58
202,Silent Fridge Cooker Max Plus,Traditional spend every we nearly life build.,Petty Group,Books & Stationery,565,INR,308,1.16244E+12,SeaGreen,pre_order,43,302,333.35
203,Smart Trimmer Cooler Ultra Rechargeable,Candidate ask three push nothing management standard wonder.,Soto PLC,Women's Clothing,162,INR,185,2.54732E+11,LemonChiffon,backorder,24,495,81
204,Digital Cooker Cooler,Find since author situation war poor.,"Walsh, Benitez and Meza",Home Decor,46,INR,385,2.26878E+12,PaleVioletRed,limited_stock,54,254,24.84
205,Clean Kettle Brush Fan Portable Smart Digital,Writer pretty public improve seat fight hope.,Byrd-Meza,Beauty & Personal Care,192,INR,298,3.64974E+12,PaleGreen,limited_stock,74,228,176.64
206,Ultra Camera Router Fan,South see benefit.,Osborne-Vaughan,Fragrances,725,INR,552,7.32682E+12,DarkSalmon,discontinued,93,252,681.5
207,Scanner Mouse,Play television care control enjoy.,Scott-Hendrix,Kitchen Appliances,143,INR,964,2.57812E+12,PeachPuff,pre_order,94,989,127.27
208,Pro Webcam Webcam Stove One Sense,Big administration still different small near agency.,Cross-Zhang,"Accessories (Bags, Hats, Belts)",640,INR,674,8.3568E+11,Salmon,limited_stock,89,669,435.2
209,Portable Webcam Webcam Treadmill Wireless Clean,Too manager left summer discussion rate attack expert.,Cunningham-Smith,Cleaning Supplies,532,INR,696,4.52997E+12,LightSkyBlue,discontinued,96,497,266
210,Digital Projector Fast X Ultra,Also hair leader source success person.,Savage-Woodward,Shoes & Footwear,608,INR,839,9.42027E+12,LightSeaGreen,backorder,50,170,443.84
211,Premium Printer Webcam Pro,Describe friend up wife right.,David-Pope,Cameras & Accessories,507,INR,95,2.41743E+12,DarkOrchid,backorder,10,974,461.37
212,Wireless Powerbank 360 Automatic,Score reflect second local.,"Gamble, Allen and Contreras",Fishing & Hunting,445,INR,80,5.84194E+12,MediumTurquoise,pre_order,45,688,231.4
213,Rechargeable Camera Monitor Charger X,Interview week manage turn.,Frost-Cook,Makeup,256,INR,329,1.23564E+12,DarkCyan,limited_stock,53,346,232.96
214,Portable Watch Fridge,Million manager participant tax.,Santos Group,Headphones & Earbuds,95,INR,115,6.51463E+12,BlanchedAlmond,limited_stock,99,238,82.65
215,Clean Bicycle Clock Lamp,Truth charge still information her.,"Mcclure, Bolton and Webb",Home & Kitchen,468,INR,129,6.66394E+12,GhostWhite,limited_stock,77,619,271.44
216,Pro Radio,Speak anyone sure author front position.,Melton-Bond,Books & Stationery,977,INR,217,4.48164E+12,DarkOrchid,in_stock,40,213,840.22
217,Compact Camera Drone Fan Prime,Trade light partner note.,Maynard-Becker,Furniture,30,INR,215,1.37882E+12,Silver,backorder,19,607,16.8
218,Pro Headphones Advanced,Bag live for economic risk skill.,Daniel PLC,Smartwatches,6,INR,22,8.35482E+12,Orange,out_of_stock,32,496,4.62
219,Silent Charger Plus,Thank five public hit large.,Reyes-Gonzales,Fishing & Hunting,476,INR,602,7.56062E+12,SlateBlue,discontinued,97,588,442.68
220,Smart Phone Iron Speakerphone Edge,Another cut rock remember page test soon group.,Alvarez-Young,Smartwatches,347,INR,161,7.82966E+12,SpringGreen,backorder,78,366,225.55
221,Smart Powerbank Eco,Page rather close during lose piece many hotel.,"Dixon, Cervantes and Green",Kitchen Appliances,153,INR,499,5.35805E+12,Silver,limited_stock,19,536,133.11
222,Compact Scale Trimmer Grill Mini,Own life understand clear.,Contreras PLC,Fishing & Hunting,488,INR,677,8.50021E+12,LightGoldenRodYellow,discontinued,99,71,444.08
223,Stove Iron,Already nature food decision quality community.,"Patterson, Andersen and Maldonado",Shoes & Footwear,104,INR,845,5.86801E+12,DarkOliveGreen,discontinued,28,489,98.8
224,Smart Lamp Speakerphone Headphones,Style recently million couple low decision loss.,Mendoza-Boyd,Automotive,207,INR,776,6.60173E+12,Gold,in_stock,43,929,128.34
225,Digital Thermostat Camera Watch,Sister yeah fly property most simple.,"Pope, Dudley and Humphrey",Books & Stationery,781,INR,636,8.70181E+12,Wheat,discontinued,37,916,726.33
226,Digital Powerbank Scooter Ultra One One,Real when degree really drive reality.,"Cummings, Rosario and Oneill",Women's Clothing,273,INR,365,6.7169E+12,Cyan,in_stock,90,740,180.18
227,Rechargeable Kettle Max Compact,Decision bag per myself big.,"Mcmillan, Williamson and Hernandez",Bedding & Bath,130,INR,447,9.64024E+12,Lavender,out_of_stock,74,869,94.9
228,Automatic Brush Compact,Compare chance pressure hold public.,Pittman PLC,Bedding & Bath,484,INR,906,9.15181E+12,MistyRose,discontinued,6,708,363
229,Smart Kettle Brush Fan,Hard late manager material stock above.,Mcintosh Group,Office Supplies,311,INR,722,2.27447E+12,DimGray,pre_order,54,490,258.13
230,Dock Freezer Projector,Bad along agency voice speak.,"Weiss, Marshall and David",Cycling,803,INR,488,81727489170,YellowGreen,backorder,7,275,497.86
231,Clean Radio Edge Edge,Break then cut parent drop dinner hundred.,Leonard-Ayers,Cameras & Accessories,527,INR,615,3.07027E+12,OldLace,out_of_stock,22,636,437.41
232,Mouse Powerbank Printer,Here national itself three wear.,Solis-Swanson,Fragrances,934,INR,213,2.99051E+12,PaleTurquoise,pre_order,96,175,700.5
233,Powerbank,Matter short fast outside foot treat.,"Elliott, Ward and Cunningham",Skincare,352,INR,287,7.80525E+12,Indigo,out_of_stock,74,828,292.16
234,Eco Watch,Between fire student open growth.,Lamb Group,Home Decor,768,INR,393,9.31892E+12,MediumTurquoise,limited_stock,25,377,721.92
235,Compact Watch Go,Cultural agreement moment deal myself.,"Bowers, Vargas and Allen",Toys & Games,561,INR,306,6.12178E+12,PeachPuff,discontinued,56,749,325.38
236,Ultra Speakerphone Stove Tablet Pro Max,Where appear board positive discussion talk some.,Martin-Gutierrez,Clothing & Apparel,237,INR,908,6.67194E+12,Red,discontinued,67,695,199.08
237,Compact Iron Monitor Lite,Dinner whom activity read large.,"Stuart, Hester and Vance",Smartphones,11,INR,173,9.1104E+11,SteelBlue,out_of_stock,30,135,6.27
238,Digital Thermostat Iron Mini,Rock five step little science bag.,Hahn-Conrad,Sports & Outdoors,672,INR,274,5.29044E+12,Brown,limited_stock,72,977,430.08
239,Wireless Watch Camera Eco Sense,Pattern page politics ok rise public company sometimes.,Blanchard PLC,Team Sports,776,INR,960,2.43073E+12,DarkGreen,backorder,62,892,519.92
240,Digital Scanner Keyboard Monitor Mini Touch Prime,Each eye class green send.,Stevens Ltd,Cameras & Accessories,421,INR,641,9.79363E+12,Ivory,pre_order,21,270,248.39
241,Clean Speakerphone Charger X Premium Silent,Result animal government win animal too.,Mcclure Group,Sports & Outdoors,656,INR,135,1.98394E+12,Gray,backorder,44,99,393.6
242,Mini Lock Edge,Easy Mr him firm.,Hendrix-Downs,Women's Clothing,722,INR,700,2.44129E+12,Red,limited_stock,57,126,447.64
243,Premium Bicycle Scooter Touch Go Fast,Tend care it across.,"Joyce, Browning and Sexton",Smartwatches,567,INR,56,4.60613E+12,DarkRed,discontinued,66,835,289.17
244,Eco Speaker Keyboard X Lite Edge,Pressure speech relationship night wait fight animal.,Braun-Lang,Kitchen Appliances,413,INR,199,2.61753E+12,Orange,pre_order,47,162,375.83
245,Watch Tablet Printer,Catch take decade detail play source administration.,"Ibarra, Hutchinson and Frazier",Home & Kitchen,706,INR,62,4.65454E+12,LightPink,backorder,1,508,501.26
246,Premium Light Drone Rechargeable,Congress reduce major.,Griffin Inc,Beauty & Personal Care,351,INR,921,6.05642E+12,LightCyan,limited_stock,21,618,298.35
247,Silent Shaver Go Premium,Wide these computer chance enough southern she.,"Potts, Smith and Wilson",Automotive,331,INR,920,1.05659E+12,Gainsboro,in_stock,97,227,198.6
248,Advanced Fan Automatic,Quite court student know.,"Stanley, Spence and Shah",Laptops & Computers,798,INR,761,3.81214E+12,LightSlateGray,discontinued,60,253,606.48
249,Eco Speaker Powerbank Camera,Else collection discuss dark law movement.,Francis LLC,Home Decor,116,INR,321,3.44718E+12,LightSalmon,in_stock,63,744,95.12
250,Clean Kettle Brush Fan Mini Smart,Marriage particularly ball use.,"Cunningham, Barry and Skinner",Women's Clothing,860,INR,996,3.23629E+12,DarkSlateBlue,backorder,5,554,653.6
251,Smart Blender Scale Silent,Themselves parent husband what.,"Reid, Leonard and Santos",Cycling,810,INR,239,4.13545E+12,LightCoral,discontinued,40,756,542.7
252,Eco Radio Portable Compact Lite,Detail statement old her practice.,Mcclain LLC,Home Decor,651,INR,454,1.9762E+12,FloralWhite,out_of_stock,28,671,520.8
253,Eco Projector Speaker Treadmill Premium Max,Keep record box fill two across.,Mercer and Sons,Toys & Games,698,INR,542,9.17799E+12,Moccasin,discontinued,96,594,425.78
254,Eco Heater Toaster Stove,Must responsibility once affect ask house beautiful third.,Lane-Woodward,Team Sports,357,INR,212,3.28831E+12,CadetBlue,limited_stock,48,288,260.61
255,Rechargeable Freezer Pro,Best early should anything above.,"Carlson, Zuniga and Huerta",Men's Clothing,707,INR,889,5.60885E+12,OliveDrab,backorder,98,82,417.13
256,Smart Clock Lock Air,Sport system town voice start reveal.,"Avery, Hopkins and Lopez",Home & Kitchen,66,INR,286,9.45488E+12,AntiqueWhite,limited_stock,95,609,46.2
257,Automatic Tablet Eco Prime Lite,Reflect third former.,Hensley-Parsons,Laptops & Computers,659,INR,89,7.50326E+12,FireBrick,in_stock,87,125,421.76
258,Automatic Watch Grill Edge,Alone you eat bed office prepare.,David LLC,Grooming Tools,789,INR,518,2.30925E+12,Magenta,in_stock,92,766,575.97
259,Tablet,Ten left treatment write sit enough.,Boyle-Leonard,Headphones & Earbuds,946,INR,572,6.99134E+12,SandyBrown,limited_stock,60,803,889.24
260,Silent Projector Brush Max Wireless,General forward television.,Ballard-Jacobs,Beauty & Personal Care,335,INR,275,9.52976E+12,DarkViolet,out_of_stock,72,452,281.4
261,Clean Fan Rechargeable Portable Air,Could discuss across respond quality manager discover.,"Rush, Bowen and Gibson",Sports & Outdoors,619,INR,137,7.06768E+12,PowderBlue,in_stock,24,417,569.48
262,Automatic Keyboard One Fast Smart,Idea next like not cup.,Watkins Group,"Accessories (Bags, Hats, Belts)",168,INR,475,9.12427E+12,MistyRose,discontinued,8,167,136.08
263,Smart Toaster Light Monitor Touch,Adult I consider value continue agreement body.,"Rubio, Carey and Jimenez",Headphones & Earbuds,905,INR,570,8.98567E+12,Navy,limited_stock,51,697,841.65
264,Wireless Router,Watch what enough ball.,Palmer-Kirk,Skincare,220,INR,715,7.56626E+12,Navy,limited_stock,39,358,127.6
265,Mini Scale Lite,Their ground group officer your south to.,Wilkinson Group,Shoes & Footwear,864,INR,704,6.6472E+12,Lavender,discontinued,57,133,630.72
266,Wireless Cooker Lite Lite,Particularly these part positive wish.,Lowe-Lin,Automotive,591,INR,815,9.15407E+11,Silver,in_stock,12,509,330.96
267,Compact Heater Keyboard Eco,Network trial loss painting interest dinner.,Wallace LLC,Skincare,58,INR,570,3.29483E+11,DarkRed,discontinued,65,489,33.06
268,Compact Oven Drone 360 One Sense,Nor claim federal land morning rest whole dog.,Kaufman and Sons,Fragrances,918,INR,820,2.42529E+12,SkyBlue,in_stock,59,176,504.9
269,Fast Scooter Scale Cooler,Reality teacher whose build nothing whether always.,Patel Inc,Automotive,718,INR,10,7.61287E+12,LightGoldenRodYellow,limited_stock,9,180,416.44
270,Cooler,Probably four back skill picture easy also difference.,"Norris, Mora and Ramirez",Home & Kitchen,989,INR,822,8.53548E+12,MediumOrchid,in_stock,17,704,890.1
271,Ultra Phone Speaker Blender X Silent,Country scene parent bring similar theory ground weight.,Vang-Haney,"Accessories (Bags, Hats, Belts)",144,INR,164,1.84851E+12,Olive,discontinued,78,131,126.72
272,Clock Drone Charger,Push book debate leader together trip sound.,Casey Ltd,Team Sports,282,INR,210,5.01625E+12,Aqua,in_stock,81,418,217.14
273,Mouse Powerbank Printer,Family ahead claim report amount long message.,Rowe-Dominguez,Makeup,483,INR,801,7.95204E+12,DeepSkyBlue,pre_order,18,253,251.16
274,Ultra Clock Touch Clean Prime,Serious physical herself.,Crane Inc,Kitchen Appliances,314,INR,986,1.2224E+12,WhiteSmoke,limited_stock,33,332,182.12
275,Ultra Stove Light Eco Premium Plus,Middle field dream between.,Chandler Group,Men's Clothing,418,INR,427,6.7829E+12,DarkKhaki,out_of_stock,78,803,338.58
276,Premium Brush,Forward place lead four feel wish in.,Decker Group,Clothing & Apparel,414,INR,889,2.79057E+12,HoneyDew,out_of_stock,34,271,273.24
277,Smart Mouse Powerbank Printer 360,Source soldier president.,Scott and Sons,Books & Stationery,490,INR,365,2.42734E+12,Azure,out_of_stock,69,941,377.3
278,Charger Radio,Drive provide join hard seek it.,Wells Group,Smartphones,415,INR,158,4.02505E+11,Wheat,discontinued,30,879,273.9
279,Wireless Grill Grill One Clean Mini,Surface instead ten possible.,Romero-Mcneil,Smartwatches,907,INR,886,4.72983E+12,MediumOrchid,limited_stock,4,194,507.92
